time,input,output
-5,1.3797,0.90211
-4.9,1.3797,0.90211
-4.8,1.3797,0.90211
-4.7,1.39739,0.90211
-4.6,1.3797,0.90211
-4.5,1.3797,0.90211
-4.4,1.39739,0.90211
-4.3,1.39739,0.90211
-4.2,1.39739,0.90211
-4.1,1.3797,0.90211
-4,1.39739,0.90211
-3.9,1.3797,0.90211
-3.8,1.39739,0.90211
-3.7,1.39739,0.90211
-3.6,1.39739,0.90211
-3.5,1.3797,0.90211
-3.4,1.39739,0.90211
-3.3,1.3797,0.90211
-3.2,1.3797,0.90211
-3.1,1.3797,0.90211
-3,1.3797,0.90211
-2.9,1.3797,0.90211
-2.8,1.3797,0.90211
-2.7,1.39739,0.90211
-2.6,1.39739,0.90211
-2.5,1.3797,0.90211
-2.4,1.39739,0.90211
-2.3,1.39739,0.90211
-2.2,1.39739,0.90211
-2.1,1.3797,0.90211
-2,1.39739,0.90211
-1.9,1.39739,0.90211
-1.8,1.39739,0.90211
-1.7,1.3797,0.90211
-1.6,1.3797,0.90211
-1.5,1.3797,0.90211
-1.4,1.3797,0.90211
-1.3,1.3797,0.90211
-1.2,1.39739,0.90211
-1.1,1.39739,0.90211
-1,1.3797,0.90211
-0.9,1.39739,0.90211
-0.8,1.3797,0.90211
-0.7,1.3797,0.90211
-0.6,1.3797,0.90211
-0.5,1.39739,0.90211
-0.4,1.3797,0.90211
-0.3,1.39739,0.90211
-0.2,1.39739,0.90211
-0.1,1.39739,0.90211
0,1.39739,0.90211
0.1,1.3797,0.90211
0.2,1.39739,0.90211
0.3,1.3797,0.90211
0.4,1.39739,0.90211
0.5,1.3797,0.90211
0.6,1.39739,0.90211
0.7,1.3797,0.90211
0.8,1.39739,0.90211
0.9,1.39739,0.90211
1,1.3797,0.90211
1.1,1.3797,0.90211
1.2,1.3797,0.90211
1.3,1.3797,0.90211
1.4,1.39739,0.90211
1.5,1.39739,0.90211
1.6,1.3797,0.90211
1.7,1.3797,0.90211
1.8,1.39739,0.90211
1.9,1.39739,0.90211
2,1.3797,0.90211
2.1,1.3797,0.90211
2.2,1.39739,0.90211
2.3,1.3797,0.90211
2.4,1.3797,0.90211
2.5,1.39739,0.90211
2.6,1.3797,0.90211
2.7,1.3797,0.90211
2.8,1.3797,0.90211
2.9,1.39739,0.90211
3,1.39739,0.90211
3.1,1.3797,0.90211
3.2,1.39739,0.90211
3.3,1.39739,0.90211
3.4,1.3797,0.90211
3.5,1.3797,0.90211
3.6,1.39739,0.90211
3.7,1.3797,0.90211
3.8,1.3797,0.90211
3.9,1.3797,0.90211
4,1.39739,0.90211
4.1,1.39739,0.90211
4.2,1.3797,0.90211
4.3,1.39739,0.90211
4.4,1.3797,0.90211
4.5,1.3797,0.90211
4.6,1.39739,0.90211
4.7,1.3797,0.90211
4.8,1.39739,0.90211
4.9,1.39739,0.90211
