time,input,output
-5,0.0976884,0.00482412
-4.9,0.0976884,0.00482412
-4.8,0.0976884,0.00482412
-4.7,0.0976884,0.00482412
-4.6,0.0988945,0.00482412
-4.5,0.0892462,0.00482412
-4.4,0.0988945,0.00482412
-4.3,0.0976884,0.00482412
-4.2,0.0976884,0.00482412
-4.1,0.0964824,0.00482412
-4,0.0988945,0.00482412
-3.9,0.0976884,0.00482412
-3.8,0.0976884,0.00482412
-3.7,0.0976884,0.00482412
-3.6,0.0976884,0.00361809
-3.5,0.0964824,0.00482412
-3.4,0.1001,0.00482412
-3.3,0.0976884,0.00361809
-3.2,0.0952764,0.00482412
-3.1,0.0976884,0.00482412
-3,0.0988945,0.00361809
-2.9,0.0952764,0.00361809
-2.8,0.0964824,0.00361809
-2.7,0.0976884,0.00482412
-2.6,0.0976884,0.00482412
-2.5,0.0964824,0.00482412
-2.4,0.0856281,0.00361809
-2.3,0.0988945,0.00482412
-2.2,0.0964824,0.00482412
-2.1,0.0976884,0.00482412
-2,0.0988945,0.00482412
-1.9,0.0964824,0.00482412
-1.8,0.0952764,0.00482412
-1.7,0.0964824,0.00482412
-1.6,0.0964824,0.00482412
-1.5,0.0976884,0.00482412
-1.4,0.0976884,0.00482412
-1.3,0.1001,0.00482412
-1.2,0.0976884,0.00361809
-1.1,0.0976884,0.00482412
-1,0.0952764,0.00482412
-0.9,0.0964824,0.00482412
-0.8,0.0952764,0.00361809
-0.7,0.0976884,0.00482412
-0.6,0.0988945,0.00482412
-0.5,0.0976884,0.00482412
-0.4,0.0976884,0.00482412
-0.3,0.0988945,0.00482412
-0.2,0.1001,0.00482412
-0.1,0.0964824,0.00361809
0,0.0892462,0.00361809
0.1,0.0976884,0.00482412
0.2,0.0964824,0.00482412
0.3,0.0964824,0.00482412
0.4,0.0988945,0.00361809
0.5,0.0964824,0.00361809
0.6,0.0976884,0.00482412
0.7,0.0976884,0.00361809
0.8,0.0976884,0.00361809
0.9,0.0964824,0.00482412
1,0.0976884,0.00482412
1.1,0.0976884,0.00482412
1.2,0.0988945,0.00482412
1.3,0.0976884,0.00361809
1.4,0.0988945,0.00482412
1.5,0.0964824,0.00482412
1.6,0.0976884,0.00482412
1.7,0.0976884,0.00482412
1.8,0.0976884,0.00482412
1.9,0.0952764,0.00361809
2,0.0988945,0.00482412
2.1,0.0976884,0.00482412
2.2,0.0964824,0.00361809
2.3,0.0976884,0.00482412
2.4,0.0988945,0.00482412
2.5,0.0964824,0.00361809
2.6,0.0964824,0.00482412
2.7,0.0976884,0.00361809
2.8,0.0964824,0.00482412
2.9,0.0964824,0.00482412
3,0.0964824,0.00361809
3.1,0.0988945,0.00482412
3.2,0.0964824,0.00361809
3.3,0.0976884,0.00482412
3.4,0.0988945,0.00482412
3.5,0.0952764,0.00482412
3.6,0.0964824,0.00482412
3.7,0.0988945,0.00603015
3.8,0.0964824,0.00482412
3.9,0.0976884,0.00482412
4,0.0988945,0.00361809
4.1,0.0988945,0.00482412
4.2,0.0964824,0.00482412
4.3,0.0976884,0.00482412
4.4,0.0976884,0.00482412
4.5,0.0964824,0.00361809
4.6,0.0964824,0.00361809
4.7,0.0988945,0.00482412
4.8,0.0964824,0.00361809
4.9,0.0964824,0.00361809
