time,input,output
-5,0.488844,0.231558
-4.9,0.488844,0.231558
-4.8,0.488844,0.231558
-4.7,0.488844,0.231558
-4.6,0.488844,0.231558
-4.5,0.488844,0.231558
-4.4,0.488844,0.231558
-4.3,0.488844,0.231558
-4.2,0.488844,0.231558
-4.1,0.488844,0.231558
-4,0.488844,0.231558
-3.9,0.488844,0.231558
-3.8,0.488844,0.231558
-3.7,0.488844,0.231558
-3.6,0.488844,0.231558
-3.5,0.488844,0.231558
-3.4,0.488844,0.231558
-3.3,0.488844,0.231558
-3.2,0.488844,0.231558
-3.1,0.495276,0.231558
-3,0.488844,0.231558
-2.9,0.488844,0.231558
-2.8,0.488844,0.231558
-2.7,0.488844,0.231558
-2.6,0.488844,0.231558
-2.5,0.488844,0.231558
-2.4,0.488844,0.231558
-2.3,0.488844,0.231558
-2.2,0.488844,0.231558
-2.1,0.488844,0.231558
-2,0.488844,0.231558
-1.9,0.488844,0.231558
-1.8,0.488844,0.231558
-1.7,0.488844,0.231558
-1.6,0.488844,0.231558
-1.5,0.488844,0.231558
-1.4,0.488844,0.231558
-1.3,0.488844,0.231558
-1.2,0.488844,0.231558
-1.1,0.488844,0.231558
-1,0.488844,0.231558
-0.9,0.488844,0.231558
-0.8,0.488844,0.231558
-0.7,0.488844,0.231558
-0.6,0.495276,0.231558
-0.5,0.488844,0.231558
-0.4,0.488844,0.231558
-0.3,0.488844,0.231558
-0.2,0.488844,0.231558
-0.1,0.488844,0.231558
0,0.488844,0.231558
0.1,0.488844,0.231558
0.2,0.488844,0.231558
0.3,0.488844,0.231558
0.4,0.488844,0.231558
0.5,0.488844,0.231558
0.6,0.488844,0.231558
0.7,0.488844,0.231558
0.8,0.488844,0.231558
0.9,0.488844,0.231558
1,0.488844,0.231558
1.1,0.495276,0.231558
1.2,0.488844,0.231558
1.3,0.488844,0.231558
1.4,0.488844,0.231558
1.5,0.488844,0.231558
1.6,0.488844,0.231558
1.7,0.488844,0.231558
1.8,0.488844,0.231558
1.9,0.488844,0.231558
2,0.488844,0.231558
2.1,0.488844,0.231558
2.2,0.488844,0.231558
2.3,0.488844,0.231558
2.4,0.488844,0.231558
2.5,0.488844,0.231558
2.6,0.488844,0.231558
2.7,0.488844,0.231558
2.8,0.488844,0.231558
2.9,0.488844,0.231558
3,0.488844,0.231558
3.1,0.488844,0.231558
3.2,0.488844,0.231558
3.3,0.488844,0.231558
3.4,0.488844,0.231558
3.5,0.495276,0.231558
3.6,0.488844,0.231558
3.7,0.488844,0.231558
3.8,0.488844,0.231558
3.9,0.488844,0.231558
4,0.488844,0.231558
4.1,0.488844,0.231558
4.2,0.488844,0.231558
4.3,0.488844,0.231558
4.4,0.488844,0.231558
4.5,0.488844,0.231558
4.6,0.488844,0.231558
4.7,0.488844,0.225126
4.8,0.488844,0.231558
4.9,0.488844,0.231558
