time,input,output
-5,1.0798,0.697085
-4.9,1.0798,0.697085
-4.8,1.0798,0.697085
-4.7,1.0798,0.697085
-4.6,1.0798,0.697085
-4.5,1.0798,0.697085
-4.4,1.0798,0.697085
-4.3,1.0798,0.697085
-4.2,1.0798,0.697085
-4.1,1.0798,0.697085
-4,1.0798,0.697085
-3.9,1.0798,0.697085
-3.8,1.0798,0.697085
-3.7,1.0798,0.697085
-3.6,1.0798,0.697085
-3.5,1.0798,0.697085
-3.4,1.0798,0.697085
-3.3,1.0798,0.697085
-3.2,1.0798,0.697085
-3.1,1.0798,0.697085
-3,1.0798,0.697085
-2.9,1.0798,0.697085
-2.8,1.0798,0.697085
-2.7,1.0798,0.697085
-2.6,1.0798,0.697085
-2.5,1.0798,0.697085
-2.4,1.0798,0.697085
-2.3,1.0798,0.697085
-2.2,1.0798,0.697085
-2.1,1.0798,0.697085
-2,1.0798,0.697085
-1.9,1.0798,0.697085
-1.8,1.0798,0.697085
-1.7,1.0798,0.697085
-1.6,1.0798,0.697085
-1.5,1.0798,0.697085
-1.4,1.0798,0.697085
-1.3,1.0798,0.697085
-1.2,1.0798,0.697085
-1.1,1.0798,0.697085
-1,1.0798,0.697085
-0.9,1.0798,0.697085
-0.8,1.0798,0.697085
-0.7,1.0798,0.697085
-0.6,1.0798,0.697085
-0.5,1.0798,0.697085
-0.4,1.0798,0.697085
-0.3,1.0798,0.697085
-0.2,1.0798,0.697085
-0.1,1.0798,0.697085
0,1.09347,0.697085
0.1,1.0798,0.697085
0.2,1.0798,0.697085
0.3,1.0798,0.697085
0.4,1.0798,0.697085
0.5,1.0798,0.697085
0.6,1.0798,0.697085
0.7,1.0798,0.697085
0.8,1.0798,0.697085
0.9,1.0798,0.697085
1,1.0798,0.697085
1.1,1.0798,0.697085
1.2,1.0798,0.697085
1.3,1.0798,0.697085
1.4,1.0798,0.697085
1.5,1.0798,0.697085
1.6,1.0798,0.697085
1.7,1.0798,0.697085
1.8,1.0798,0.697085
1.9,1.0798,0.697085
2,1.0798,0.697085
2.1,1.0798,0.697085
2.2,1.0798,0.697085
2.3,1.0798,0.697085
2.4,1.0798,0.697085
2.5,1.0798,0.697085
2.6,1.0798,0.697085
2.7,1.0798,0.697085
2.8,1.0798,0.697085
2.9,1.0798,0.697085
3,1.0798,0.697085
3.1,1.0798,0.697085
3.2,1.0798,0.697085
3.3,1.0798,0.697085
3.4,1.0798,0.697085
3.5,1.0798,0.697085
3.6,1.0798,0.697085
3.7,1.0798,0.697085
3.8,1.0798,0.697085
3.9,1.0798,0.697085
4,1.0798,0.697085
4.1,1.0798,0.697085
4.2,1.0798,0.697085
4.3,1.0798,0.697085
4.4,1.0798,0.697085
4.5,1.0798,0.697085
4.6,1.0798,0.697085
4.7,1.0798,0.697085
4.8,1.0798,0.697085
4.9,1.0798,0.697085
