time,input,output
-5,0.488844,0.257286
-4.9,0.488844,0.257286
-4.8,0.488844,0.257286
-4.7,0.488844,0.257286
-4.6,0.488844,0.257286
-4.5,0.488844,0.257286
-4.4,0.488844,0.257286
-4.3,0.488844,0.257286
-4.2,0.488844,0.257286
-4.1,0.488844,0.257286
-4,0.488844,0.257286
-3.9,0.488844,0.257286
-3.8,0.488844,0.257286
-3.7,0.488844,0.257286
-3.6,0.488844,0.257286
-3.5,0.488844,0.257286
-3.4,0.488844,0.257286
-3.3,0.488844,0.257286
-3.2,0.488844,0.257286
-3.1,0.488844,0.257286
-3,0.488844,0.257286
-2.9,0.488844,0.257286
-2.8,0.488844,0.257286
-2.7,0.488844,0.257286
-2.6,0.488844,0.257286
-2.5,0.488844,0.257286
-2.4,0.488844,0.257286
-2.3,0.488844,0.257286
-2.2,0.488844,0.257286
-2.1,0.488844,0.257286
-2,0.488844,0.257286
-1.9,0.488844,0.257286
-1.8,0.488844,0.257286
-1.7,0.488844,0.257286
-1.6,0.488844,0.257286
-1.5,0.488844,0.257286
-1.4,0.488844,0.257286
-1.3,0.488844,0.257286
-1.2,0.488844,0.257286
-1.1,0.488844,0.257286
-1,0.488844,0.257286
-0.9,0.488844,0.257286
-0.8,0.488844,0.257286
-0.7,0.488844,0.257286
-0.6,0.488844,0.257286
-0.5,0.488844,0.257286
-0.4,0.488844,0.257286
-0.3,0.488844,0.257286
-0.2,0.488844,0.257286
-0.1,0.488844,0.257286
0,0.488844,0.263719
0.1,0.488844,0.257286
0.2,0.488844,0.257286
0.3,0.488844,0.257286
0.4,0.488844,0.257286
0.5,0.488844,0.257286
0.6,0.488844,0.257286
0.7,0.488844,0.257286
0.8,0.488844,0.263719
0.9,0.488844,0.263719
1,0.488844,0.257286
1.1,0.488844,0.257286
1.2,0.488844,0.257286
1.3,0.488844,0.257286
1.4,0.488844,0.257286
1.5,0.488844,0.257286
1.6,0.488844,0.263719
1.7,0.488844,0.257286
1.8,0.488844,0.257286
1.9,0.488844,0.263719
2,0.488844,0.257286
2.1,0.488844,0.257286
2.2,0.488844,0.257286
2.3,0.488844,0.257286
2.4,0.488844,0.257286
2.5,0.488844,0.257286
2.6,0.488844,0.263719
2.7,0.488844,0.257286
2.8,0.488844,0.257286
2.9,0.488844,0.257286
3,0.488844,0.257286
3.1,0.488844,0.257286
3.2,0.488844,0.257286
3.3,0.488844,0.257286
3.4,0.488844,0.257286
3.5,0.488844,0.257286
3.6,0.488844,0.257286
3.7,0.488844,0.257286
3.8,0.495276,0.257286
3.9,0.488844,0.257286
4,0.488844,0.263719
4.1,0.488844,0.257286
4.2,0.488844,0.257286
4.3,0.488844,0.257286
4.4,0.488844,0.257286
4.5,0.488844,0.263719
4.6,0.488844,0.257286
4.7,0.488844,0.257286
4.8,0.488844,0.257286
4.9,0.488844,0.257286
