time,input,output
-5,0.293065,0.155578
-4.9,0.289447,0.155578
-4.8,0.289447,0.15196
-4.7,0.293065,0.155578
-4.6,0.293065,0.155578
-4.5,0.293065,0.155578
-4.4,0.293065,0.155578
-4.3,0.293065,0.155578
-4.2,0.293065,0.155578
-4.1,0.293065,0.155578
-4,0.293065,0.155578
-3.9,0.293065,0.155578
-3.8,0.293065,0.15196
-3.7,0.293065,0.155578
-3.6,0.293065,0.155578
-3.5,0.293065,0.155578
-3.4,0.293065,0.155578
-3.3,0.293065,0.155578
-3.2,0.293065,0.155578
-3.1,0.293065,0.15196
-3,0.296683,0.155578
-2.9,0.293065,0.155578
-2.8,0.293065,0.155578
-2.7,0.293065,0.155578
-2.6,0.293065,0.155578
-2.5,0.293065,0.155578
-2.4,0.293065,0.155578
-2.3,0.293065,0.15196
-2.2,0.293065,0.155578
-2.1,0.293065,0.155578
-2,0.293065,0.155578
-1.9,0.293065,0.155578
-1.8,0.293065,0.155578
-1.7,0.293065,0.155578
-1.6,0.293065,0.155578
-1.5,0.296683,0.159196
-1.4,0.293065,0.155578
-1.3,0.293065,0.155578
-1.2,0.293065,0.155578
-1.1,0.293065,0.155578
-1,0.289447,0.155578
-0.9,0.293065,0.155578
-0.8,0.293065,0.155578
-0.7,0.293065,0.155578
-0.6,0.289447,0.155578
-0.5,0.293065,0.155578
-0.4,0.293065,0.155578
-0.3,0.293065,0.155578
-0.2,0.289447,0.155578
-0.1,0.293065,0.155578
0,0.289447,0.155578
0.1,0.293065,0.155578
0.2,0.293065,0.155578
0.3,0.293065,0.159196
0.4,0.293065,0.155578
0.5,0.293065,0.155578
0.6,0.293065,0.155578
0.7,0.289447,0.155578
0.8,0.293065,0.155578
0.9,0.293065,0.155578
1,0.293065,0.155578
1.1,0.293065,0.155578
1.2,0.293065,0.159196
1.3,0.293065,0.155578
1.4,0.293065,0.155578
1.5,0.293065,0.155578
1.6,0.293065,0.155578
1.7,0.293065,0.155578
1.8,0.293065,0.155578
1.9,0.289447,0.15196
2,0.293065,0.155578
2.1,0.289447,0.155578
2.2,0.293065,0.155578
2.3,0.293065,0.155578
2.4,0.293065,0.155578
2.5,0.293065,0.155578
2.6,0.293065,0.159196
2.7,0.293065,0.155578
2.8,0.293065,0.159196
2.9,0.293065,0.159196
3,0.293065,0.159196
3.1,0.293065,0.159196
3.2,0.293065,0.155578
3.3,0.293065,0.159196
3.4,0.293065,0.155578
3.5,0.293065,0.155578
3.6,0.289447,0.155578
3.7,0.293065,0.159196
3.8,0.293065,0.159196
3.9,0.293065,0.159196
4,0.293065,0.159196
4.1,0.289447,0.159196
4.2,0.289447,0.155578
4.3,0.289447,0.159196
4.4,0.293065,0.159196
4.5,0.289447,0.159196
4.6,0.293065,0.155578
4.7,0.293065,0.159196
4.8,0.289447,0.159196
4.9,0.296683,0.162814
