time,input,output
-5,1.28563,0.840603
-4.9,1.28563,0.82412
-4.8,1.28563,0.82412
-4.7,1.28563,0.82412
-4.6,1.28563,0.82412
-4.5,1.28563,0.82412
-4.4,1.28563,0.82412
-4.3,1.28563,0.82412
-4.2,1.28563,0.840603
-4.1,1.28563,0.840603
-4,1.28563,0.82412
-3.9,1.28563,0.82412
-3.8,1.28563,0.82412
-3.7,1.28563,0.840603
-3.6,1.28563,0.82412
-3.5,1.28563,0.840603
-3.4,1.28563,0.840603
-3.3,1.28563,0.840603
-3.2,1.28563,0.82412
-3.1,1.28563,0.82412
-3,1.28563,0.840603
-2.9,1.28563,0.82412
-2.8,1.28563,0.840603
-2.7,1.28563,0.840603
-2.6,1.28563,0.840603
-2.5,1.28563,0.840603
-2.4,1.28563,0.82412
-2.3,1.28563,0.82412
-2.2,1.28563,0.82412
-2.1,1.28563,0.840603
-2,1.28563,0.82412
-1.9,1.28563,0.840603
-1.8,1.28563,0.82412
-1.7,1.28563,0.82412
-1.6,1.28563,0.840603
-1.5,1.28563,0.840603
-1.4,1.28563,0.840603
-1.3,1.28563,0.840603
-1.2,1.28563,0.840603
-1.1,1.28563,0.840603
-1,1.28563,0.840603
-0.9,1.28563,0.840603
-0.8,1.28563,0.840603
-0.7,1.28563,0.840603
-0.6,1.28563,0.82412
-0.5,1.28563,0.840603
-0.4,1.28563,0.840603
-0.3,1.28563,0.82412
-0.2,1.28563,0.82412
-0.1,1.28563,0.82412
0,1.28563,0.840603
0.1,1.28563,0.840603
0.2,1.28563,0.82412
0.3,1.28563,0.82412
0.4,1.28563,0.82412
0.5,1.28563,0.840603
0.6,1.28563,0.840603
0.7,1.28563,0.840603
0.8,1.28563,0.840603
0.9,1.28563,0.82412
1,1.28563,0.840603
1.1,1.28563,0.840603
1.2,1.28563,0.840603
1.3,1.28563,0.840603
1.4,1.28563,0.82412
1.5,1.28563,0.840603
1.6,1.28563,0.840603
1.7,1.28563,0.840603
1.8,1.28563,0.840603
1.9,1.28563,0.82412
2,1.28563,0.840603
2.1,1.28563,0.82412
2.2,1.28563,0.82412
2.3,1.28563,0.82412
2.4,1.28563,0.840603
2.5,1.28563,0.840603
2.6,1.28563,0.840603
2.7,1.28563,0.840603
2.8,1.28563,0.840603
2.9,1.28563,0.840603
3,1.28563,0.840603
3.1,1.28563,0.82412
3.2,1.28563,0.82412
3.3,1.28563,0.840603
3.4,1.28563,0.840603
3.5,1.28563,0.840603
3.6,1.28563,0.82412
3.7,1.28563,0.82412
3.8,1.28563,0.82412
3.9,1.28563,0.82412
4,1.28563,0.82412
4.1,1.28563,0.82412
4.2,1.28563,0.82412
4.3,1.28563,0.82412
4.4,1.28563,0.82412
4.5,1.28563,0.82412
4.6,1.28563,0.82412
4.7,1.28563,0.82412
4.8,1.28563,0.82412
4.9,1.28563,0.82412
