time,input,output
-5,0.0952764,0.0687437
-4.9,0.0964824,0.0675377
-4.8,0.0952764,0.0663317
-4.7,0.0952764,0.0663317
-4.6,0.0940703,0.0663317
-4.5,0.0964824,0.0675377
-4.4,0.0964824,0.0675377
-4.3,0.0952764,0.0663317
-4.2,0.0940703,0.0663317
-4.1,0.0940703,0.0663317
-4,0.0964824,0.0675377
-3.9,0.0952764,0.0675377
-3.8,0.0940703,0.0663317
-3.7,0.0928643,0.0651256
-3.6,0.0928643,0.0663317
-3.5,0.0964824,0.0687437
-3.4,0.0952764,0.0675377
-3.3,0.0952764,0.0675377
-3.2,0.0928643,0.0663317
-3.1,0.0940703,0.0663317
-3,0.0976884,0.0687437
-2.9,0.0952764,0.0663317
-2.8,0.0952764,0.0663317
-2.7,0.0928643,0.0663317
-2.6,0.0952764,0.0675377
-2.5,0.0964824,0.0675377
-2.4,0.0952764,0.0675377
-2.3,0.0952764,0.0675377
-2.2,0.0928643,0.0663317
-2.1,0.0952764,0.0675377
-2,0.0964824,0.0675377
-1.9,0.0940703,0.0663317
-1.8,0.0964824,0.0675377
-1.7,0.0928643,0.0663317
-1.6,0.0940703,0.0663317
-1.5,0.0952764,0.0675377
-1.4,0.0952764,0.0675377
-1.3,0.0964824,0.0675377
-1.2,0.0964824,0.0675377
-1.1,0.0976884,0.0663317
-1,0.0940703,0.0675377
-0.9,0.0964824,0.0687437
-0.8,0.0964824,0.0675377
-0.7,0.0964824,0.0675377
-0.6,0.0964824,0.0675377
-0.5,0.0940703,0.0663317
-0.4,0.0964824,0.0675377
-0.3,0.0964824,0.0675377
-0.2,0.0976884,0.0687437
-0.1,0.0940703,0.0675377
0,0.08201,0.0663317
0.1,0.0952764,0.0675377
0.2,0.0952764,0.0687437
0.3,0.0964824,0.0687437
0.4,0.0964824,0.0675377
0.5,0.0952764,0.0663317
0.6,0.0964824,0.0675377
0.7,0.0832161,0.0675377
0.8,0.0976884,0.0699497
0.9,0.0964824,0.0687437
1,0.0940703,0.0663317
1.1,0.0976884,0.0675377
1.2,0.0964824,0.0675377
1.3,0.0976884,0.0687437
1.4,0.0964824,0.0663317
1.5,0.0940703,0.0675377
1.6,0.0952764,0.0675377
1.7,0.0964824,0.0687437
1.8,0.0976884,0.0687437
1.9,0.0952764,0.0663317
2,0.0952764,0.0663317
2.1,0.0832161,0.0675377
2.2,0.0964824,0.0675377
2.3,0.0976884,0.0687437
2.4,0.0964824,0.0675377
2.5,0.0952764,0.0663317
2.6,0.0976884,0.0675377
2.7,0.0964824,0.0675377
2.8,0.0976884,0.0687437
2.9,0.0964824,0.0675377
3,0.0952764,0.0663317
3.1,0.0952764,0.0663317
3.2,0.0964824,0.0663317
3.3,0.0964824,0.0675377
3.4,0.0952764,0.0675377
3.5,0.0952764,0.0675377
3.6,0.0964824,0.0675377
3.7,0.0952764,0.0663317
3.8,0.0940703,0.0663317
3.9,0.0952764,0.0675377
4,0.0964824,0.0675377
4.1,0.0976884,0.0687437
4.2,0.0952764,0.0663317
4.3,0.0952764,0.0663317
4.4,0.0952764,0.0687437
4.5,0.0964824,0.0675377
4.6,0.0952764,0.0663317
4.7,0.0952764,0.0663317
4.8,0.0952764,0.0663317
4.9,0.0964824,0.0675377
