time,input,output
-5,0.698693,0.238794
-4.9,0.698693,0.238794
-4.8,0.698693,0.238794
-4.7,0.698693,0.238794
-4.6,0.698693,0.238794
-4.5,0.698693,0.238794
-4.4,0.689849,0.238794
-4.3,0.698693,0.238794
-4.2,0.698693,0.238794
-4.1,0.698693,0.238794
-4,0.698693,0.238794
-3.9,0.698693,0.238794
-3.8,0.698693,0.238794
-3.7,0.698693,0.238794
-3.6,0.698693,0.238794
-3.5,0.698693,0.238794
-3.4,0.698693,0.238794
-3.3,0.698693,0.238794
-3.2,0.698693,0.238794
-3.1,0.698693,0.238794
-3,0.698693,0.238794
-2.9,0.698693,0.238794
-2.8,0.698693,0.238794
-2.7,0.689849,0.238794
-2.6,0.698693,0.238794
-2.5,0.698693,0.238794
-2.4,0.698693,0.238794
-2.3,0.698693,0.238794
-2.2,0.698693,0.238794
-2.1,0.689849,0.238794
-2,0.698693,0.238794
-1.9,0.698693,0.238794
-1.8,0.698693,0.238794
-1.7,0.698693,0.238794
-1.6,0.698693,0.238794
-1.5,0.698693,0.238794
-1.4,0.689849,0.238794
-1.3,0.698693,0.238794
-1.2,0.698693,0.238794
-1.1,0.698693,0.238794
-1,0.689849,0.238794
-0.9,0.698693,0.238794
-0.8,0.698693,0.238794
-0.7,0.698693,0.238794
-0.6,0.698693,0.238794
-0.5,0.698693,0.238794
-0.4,0.689849,0.238794
-0.3,0.698693,0.238794
-0.2,0.698693,0.238794
-0.1,0.698693,0.238794
0,0.698693,0.238794
0.1,0.698693,0.238794
0.2,0.698693,0.238794
0.3,0.698693,0.238794
0.4,0.698693,0.238794
0.5,0.698693,0.238794
0.6,0.698693,0.238794
0.7,0.698693,0.238794
0.8,0.698693,0.238794
0.9,0.698693,0.238794
1,0.698693,0.238794
1.1,0.689849,0.238794
1.2,0.698693,0.238794
1.3,0.698693,0.238794
1.4,0.698693,0.238794
1.5,0.689849,0.238794
1.6,0.698693,0.238794
1.7,0.698693,0.238794
1.8,0.698693,0.238794
1.9,0.698693,0.238794
2,0.698693,0.238794
2.1,0.698693,0.238794
2.2,0.698693,0.238794
2.3,0.698693,0.238794
2.4,0.698693,0.238794
2.5,0.698693,0.238794
2.6,0.698693,0.238794
2.7,0.698693,0.238794
2.8,0.698693,0.238794
2.9,0.698693,0.238794
3,0.698693,0.238794
3.1,0.698693,0.238794
3.2,0.689849,0.238794
3.3,0.698693,0.238794
3.4,0.698693,0.238794
3.5,0.698693,0.238794
3.6,0.698693,0.238794
3.7,0.698693,0.238794
3.8,0.698693,0.238794
3.9,0.698693,0.238794
4,0.698693,0.238794
4.1,0.698693,0.238794
4.2,0.689849,0.238794
4.3,0.689849,0.238794
4.4,0.698693,0.238794
4.5,0.698693,0.238794
4.6,0.698693,0.238794
4.7,0.698693,0.238794
4.8,0.698693,0.238794
4.9,0.689849,0.238794
