time,input,output
-5,1.39739,0.831357
-4.9,1.3797,0.831357
-4.8,1.3797,0.831357
-4.7,1.3797,0.831357
-4.6,1.39739,0.831357
-4.5,1.3797,0.831357
-4.4,1.3797,0.831357
-4.3,1.3797,0.831357
-4.2,1.39739,0.831357
-4.1,1.39739,0.831357
-4,1.39739,0.831357
-3.9,1.39739,0.831357
-3.8,1.39739,0.831357
-3.7,1.39739,0.831357
-3.6,1.3797,0.831357
-3.5,1.3797,0.831357
-3.4,1.39739,0.831357
-3.3,1.3797,0.831357
-3.2,1.3797,0.831357
-3.1,1.3797,0.831357
-3,1.3797,0.831357
-2.9,1.3797,0.831357
-2.8,1.3797,0.831357
-2.7,1.39739,0.831357
-2.6,1.3797,0.831357
-2.5,1.39739,0.831357
-2.4,1.39739,0.831357
-2.3,1.39739,0.831357
-2.2,1.3797,0.831357
-2.1,1.3797,0.831357
-2,1.3797,0.831357
-1.9,1.3797,0.831357
-1.8,1.39739,0.831357
-1.7,1.3797,0.831357
-1.6,1.3797,0.831357
-1.5,1.3797,0.831357
-1.4,1.3797,0.831357
-1.3,1.3797,0.831357
-1.2,1.3797,0.831357
-1.1,1.39739,0.831357
-1,1.39739,0.831357
-0.9,1.39739,0.831357
-0.8,1.3797,0.831357
-0.7,1.3797,0.831357
-0.6,1.3797,0.831357
-0.5,1.3797,0.831357
-0.4,1.3797,0.831357
-0.3,1.3797,0.831357
-0.2,1.3797,0.831357
-0.1,1.3797,0.831357
0,1.3797,0.831357
0.1,1.3797,0.831357
0.2,1.3797,0.831357
0.3,1.3797,0.831357
0.4,1.3797,0.831357
0.5,1.3797,0.831357
0.6,1.39739,0.831357
0.7,1.39739,0.831357
0.8,1.39739,0.831357
0.9,1.3797,0.831357
1,1.3797,0.831357
1.1,1.3797,0.831357
1.2,1.3797,0.831357
1.3,1.39739,0.831357
1.4,1.3797,0.831357
1.5,1.3797,0.831357
1.6,1.3797,0.831357
1.7,1.3797,0.831357
1.8,1.3797,0.831357
1.9,1.3797,0.831357
2,1.3797,0.831357
2.1,1.3797,0.831357
2.2,1.39739,0.831357
2.3,1.39739,0.831357
2.4,1.39739,0.831357
2.5,1.3797,0.831357
2.6,1.39739,0.831357
2.7,1.3797,0.831357
2.8,1.39739,0.831357
2.9,1.39739,0.831357
3,1.3797,0.831357
3.1,1.39739,0.831357
3.2,1.3797,0.831357
3.3,1.3797,0.831357
3.4,1.39739,0.831357
3.5,1.39739,0.831357
3.6,1.39739,0.831357
3.7,1.3797,0.831357
3.8,1.39739,0.831357
3.9,1.3797,0.831357
4,1.39739,0.831357
4.1,1.39739,0.831357
4.2,1.3797,0.831357
4.3,1.3797,0.831357
4.4,1.3797,0.831357
4.5,1.3797,0.831357
4.6,1.3797,0.831357
4.7,1.3797,0.831357
4.8,1.3797,0.831357
4.9,1.3797,0.831357
